epoch	batch	iter	loss	prec1	prec5	lr
7	19	283	4.375880241394043	0.0	0.0	0.1
7	20	284	4.343432426452637	0.0	3.125	0.1
7	21	285	4.317838668823242	3.125	6.25	0.1
7	22	286	4.336039066314697	3.125	9.375	0.1
7	23	287	4.381766319274902	3.125	6.25	0.1
7	24	288	4.35964822769165	0.0	6.25	0.1
7	25	289	4.374302864074707	0.0	0.0	0.1
7	26	290	4.371195316314697	0.0	9.375	0.1
7	27	291	4.317966938018799	0.0	12.5	0.1
7	28	292	4.337579250335693	3.125	12.5	0.1
7	29	293	4.418251991271973	0.0	3.125	0.1
7	30	294	4.37628698348999	0.0	3.125	0.1
7	31	295	4.383310794830322	0.0	6.25	0.1
7	32	296	4.3334856033325195	3.125	6.25	0.1
7	33	297	4.396955490112305	0.0	3.125	0.1
7	34	298	4.384875297546387	3.125	6.25	0.1
7	35	299	4.285156726837158	3.125	6.25	0.1
7	36	300	4.330747604370117	3.125	12.5	0.1
7	37	301	4.375711917877197	0.0	3.125	0.1
7	38	302	4.388002872467041	0.0	3.125	0.1
7	39	303	4.404042720794678	0.0	0.0	0.1
7	40	304	4.36073112487793	0.0	3.125	0.1
7	41	305	4.360903263092041	0.0	3.125	0.1
7	42	306	4.376867771148682	0.0	0.0	0.1
7	43	307	4.324690341949463	6.25	9.375	0.1
7	44	308	4.319416522979736	0.0	0.0	0.1
8	1	309	4.248255729675293	0.0	12.5	0.1
8	2	310	4.275895595550537	3.125	12.5	0.1
8	3	311	4.230557918548584	0.0	18.75	0.1
8	4	312	4.351383686065674	0.0	3.125	0.1
8	5	313	4.349303245544434	0.0	3.125	0.1
8	6	314	4.273464202880859	0.0	18.75	0.1
8	7	315	4.254838466644287	0.0	9.375	0.1
8	8	316	4.328638076782227	3.125	6.25	0.1
8	9	317	4.317942142486572	0.0	9.375	0.1
8	10	318	4.228487014770508	6.25	21.875	0.1
8	11	319	4.235015869140625	3.125	18.75	0.1
8	12	320	4.247188568115234	3.125	18.75	0.1
8	13	321	4.336695671081543	3.125	9.375	0.1
8	14	322	4.319286346435547	0.0	6.25	0.1
8	15	323	4.346208572387695	0.0	3.125	0.1
8	16	324	4.346652984619141	0.0	6.25	0.1
8	17	325	4.353049278259277	0.0	3.125	0.1
8	18	326	4.364870548248291	0.0	0.0	0.1
8	19	327	4.327244758605957	0.0	0.0	0.1
8	20	328	4.3680195808410645	3.125	6.25	0.1
8	21	329	4.284627437591553	0.0	9.375	0.1
8	22	330	4.34515380859375	3.125	9.375	0.1
8	23	331	4.352382183074951	0.0	3.125	0.1
8	24	332	4.3295488357543945	3.125	6.25	0.1
8	25	333	4.372276306152344	0.0	3.125	0.1
8	26	334	4.276364326477051	9.375	9.375	0.1
8	27	335	4.3572096824646	3.125	9.375	0.1
8	28	336	4.334611892700195	0.0	12.5	0.1
8	29	337	4.3748016357421875	3.125	3.125	0.1
8	30	338	4.295346736907959	0.0	12.5	0.1
8	31	339	4.410305976867676	0.0	0.0	0.1
8	32	340	4.306056499481201	3.125	3.125	0.1
8	33	341	4.343324184417725	0.0	6.25	0.1
8	34	342	4.358975410461426	0.0	6.25	0.1
8	35	343	4.390679359436035	0.0	0.0	0.1
8	36	344	4.337067127227783	0.0	6.25	0.1
8	37	345	4.313842296600342	0.0	6.25	0.1
8	38	346	4.395188331604004	0.0	3.125	0.1
8	39	347	4.3946027755737305	3.125	3.125	0.1
8	40	348	4.34644079208374	0.0	3.125	0.1
8	41	349	4.359618663787842	3.125	3.125	0.1
8	42	350	4.287473678588867	3.125	15.625	0.1
8	43	351	4.307607650756836	3.125	12.5	0.1
8	44	352	4.3555121421813965	0.0	0.0	0.1
9	1	353	4.330407619476318	0.0	0.0	0.1
9	2	354	4.265970706939697	9.375	21.875	0.1
9	3	355	4.248477458953857	3.125	15.625	0.1
9	4	356	4.304744720458984	0.0	9.375	0.1
9	5	357	4.251784801483154	9.375	21.875	0.1
9	6	358	4.277415752410889	3.125	6.25	0.1
9	7	359	4.228829383850098	3.125	18.75	0.1
9	8	360	4.306902885437012	6.25	9.375	0.1
9	9	361	4.263092517852783	0.0	15.625	0.1
9	10	362	4.254646301269531	9.375	15.625	0.1
9	11	363	4.27482271194458	0.0	3.125	0.1
9	12	364	4.340898513793945	3.125	3.125	0.1
9	13	365	4.314094543457031	3.125	6.25	0.1
9	14	366	4.313619613647461	0.0	3.125	0.1
9	15	367	4.284106254577637	0.0	12.5	0.1
9	16	368	4.401136875152588	0.0	3.125	0.1
9	17	369	4.303751468658447	3.125	12.5	0.1
9	18	370	4.321324348449707	0.0	12.5	0.1
9	19	371	4.2994608879089355	3.125	3.125	0.1
9	20	372	4.332711219787598	3.125	9.375	0.1
9	21	373	4.367760181427002	0.0	3.125	0.1
9	22	374	4.264213562011719	3.125	18.75	0.1
9	23	375	4.30169677734375	3.125	18.75	0.1
9	24	376	4.373200416564941	0.0	6.25	0.1
9	25	377	4.2745771408081055	0.0	3.125	0.1
9	26	378	4.32288932800293	6.25	12.5	0.1
9	27	379	4.281007766723633	0.0	12.5	0.1
9	28	380	4.298062324523926	3.125	6.25	0.1
9	29	381	4.2766571044921875	0.0	0.0	0.1
9	30	382	4.260499477386475	6.25	15.625	0.1
9	31	383	4.340908527374268	6.25	12.5	0.1
9	32	384	4.33569860458374	3.125	6.25	0.1
9	33	385	4.3206305503845215	0.0	6.25	0.1
9	34	386	4.314453601837158	3.125	6.25	0.1
9	35	387	4.319924831390381	6.25	9.375	0.1
9	36	388	4.356292247772217	0.0	6.25	0.1
9	37	389	4.355183124542236	3.125	9.375	0.1
9	38	390	4.397952079772949	0.0	0.0	0.1
9	39	391	4.334105968475342	3.125	6.25	0.1
9	40	392	4.329287528991699	0.0	9.375	0.1
9	41	393	4.325780868530273	0.0	6.25	0.1
9	42	394	4.351534366607666	3.125	3.125	0.1
9	43	395	4.289194107055664	3.125	9.375	0.1
9	44	396	4.521693229675293	0.0	0.0	0.1
10	1	397	4.205687999725342	15.625	21.875	0.1
10	2	398	4.250912666320801	3.125	15.625	0.1
10	3	399	4.261190891265869	9.375	15.625	0.1
10	4	400	4.240846633911133	12.5	21.875	0.1
10	5	401	4.282521724700928	3.125	12.5	0.1
10	6	402	4.324841499328613	3.125	6.25	0.1
10	7	403	4.2162699699401855	6.25	12.5	0.1
10	8	404	4.269330978393555	3.125	9.375	0.1
10	9	405	4.224375247955322	3.125	15.625	0.1
10	10	406	4.286986351013184	0.0	6.25	0.1
10	11	407	4.326591968536377	0.0	6.25	0.1
10	12	408	4.272627830505371	3.125	9.375	0.1
10	13	409	4.319177150726318	6.25	9.375	0.1
10	14	410	4.317708492279053	3.125	15.625	0.1
10	15	411	4.295621395111084	0.0	3.125	0.1
10	16	412	4.300865650177002	0.0	6.25	0.1
10	17	413	4.26563835144043	0.0	9.375	0.1
10	18	414	4.326887607574463	0.0	3.125	0.1
10	19	415	4.255671977996826	3.125	15.625	0.1
10	20	416	4.268120288848877	6.25	9.375	0.1
10	21	417	4.323396682739258	3.125	9.375	0.1
10	22	418	4.3104939460754395	3.125	3.125	0.1
10	23	419	4.1934709548950195	3.125	21.875	0.1
10	24	420	4.329477787017822	6.25	9.375	0.1
10	25	421	4.337759017944336	0.0	3.125	0.1
10	26	422	4.303177356719971	0.0	9.375	0.1
10	27	423	4.351395130157471	0.0	6.25	0.1
10	28	424	4.273714065551758	0.0	9.375	0.1
10	29	425	4.241346836090088	3.125	18.75	0.1
10	30	426	4.290046691894531	0.0	12.5	0.1
10	31	427	4.2719879150390625	0.0	18.75	0.1
10	32	428	4.316306114196777	3.125	3.125	0.1
10	33	429	4.317662239074707	3.125	3.125	0.1
10	34	430	4.350686073303223	0.0	3.125	0.1
10	35	431	4.358748912811279	0.0	0.0	0.1
10	36	432	4.353701114654541	3.125	9.375	0.1
10	37	433	4.291217803955078	6.25	9.375	0.1
10	38	434	4.387236595153809	0.0	3.125	0.1
10	39	435	4.254708766937256	6.25	12.5	0.1
10	40	436	4.2888102531433105	0.0	6.25	0.1
10	41	437	4.326644420623779	3.125	9.375	0.1
10	42	438	4.248650550842285	3.125	25.0	0.1
10	43	439	4.317432880401611	6.25	12.5	0.1
10	44	440	4.397689342498779	0.0	0.0	0.1
11	1	441	4.1670613288879395	0.0	25.0	0.1
11	2	442	4.26580810546875	0.0	9.375	0.1
11	3	443	4.2424540519714355	0.0	15.625	0.1
11	4	444	4.183675765991211	6.25	21.875	0.1
11	5	445	4.2104291915893555	3.125	21.875	0.1
11	6	446	4.227988243103027	6.25	21.875	0.1
11	7	447	4.242480754852295	0.0	18.75	0.1
11	8	448	4.272864818572998	3.125	6.25	0.1
11	9	449	4.307873725891113	0.0	9.375	0.1
11	10	450	4.165582656860352	6.25	21.875	0.1
11	11	451	4.210246562957764	6.25	9.375	0.1
11	12	452	4.227604866027832	6.25	18.75	0.1
11	13	453	4.3275251388549805	3.125	3.125	0.1
11	14	454	4.292817115783691	0.0	9.375	0.1
11	15	455	4.185916423797607	3.125	15.625	0.1
11	16	456	4.309628009796143	0.0	9.375	0.1
11	17	457	4.26533317565918	0.0	18.75	0.1
11	18	458	4.278608798980713	6.25	12.5	0.1
11	19	459	4.209704875946045	3.125	12.5	0.1
11	20	460	4.3186469078063965	0.0	9.375	0.1
11	21	461	4.216154098510742	3.125	15.625	0.1
11	22	462	4.3103837966918945	3.125	12.5	0.1
11	23	463	4.219959735870361	3.125	21.875	0.1
11	24	464	4.318736553192139	6.25	6.25	0.1
11	25	465	4.280856609344482	3.125	6.25	0.1
11	26	466	4.365306854248047	0.0	3.125	0.1
11	27	467	4.338269233703613	0.0	12.5	0.1
11	28	468	4.305108547210693	0.0	6.25	0.1
11	29	469	4.32073450088501	0.0	12.5	0.1
11	30	470	4.33186149597168	0.0	9.375	0.1
11	31	471	4.3334150314331055	0.0	0.0	0.1
11	32	472	4.225718021392822	3.125	12.5	0.1
11	33	473	4.2701945304870605	0.0	6.25	0.1
11	34	474	4.289177894592285	0.0	15.625	0.1
11	35	475	4.299449920654297	3.125	6.25	0.1
11	36	476	4.267270565032959	3.125	15.625	0.1
11	37	477	4.319620609283447	3.125	18.75	0.1
11	38	478	4.330442905426025	0.0	6.25	0.1
11	39	479	4.311268329620361	6.25	12.5	0.1
11	40	480	4.290981292724609	0.0	0.0	0.1
11	41	481	4.3955559730529785	0.0	0.0	0.1
11	42	482	4.327915668487549	0.0	12.5	0.1
11	43	483	4.313111782073975	0.0	6.25	0.1
11	44	484	4.244565010070801	0.0	0.0	0.1
12	1	485	4.211331367492676	0.0	12.5	0.1
12	2	486	4.191525459289551	0.0	25.0	0.1
12	3	487	4.1877546310424805	3.125	6.25	0.1
12	4	488	4.167735576629639	0.0	21.875	0.1
12	5	489	4.147948741912842	9.375	31.25	0.1
12	6	490	4.203113079071045	3.125	18.75	0.1
12	7	491	4.218103408813477	0.0	15.625	0.1
12	8	492	4.22353458404541	3.125	18.75	0.1
12	9	493	4.1454668045043945	0.0	21.875	0.1
12	10	494	4.310451984405518	3.125	9.375	0.1
12	11	495	4.2500901222229	3.125	12.5	0.1
12	12	496	4.283362865447998	0.0	6.25	0.1
12	13	497	4.270656585693359	0.0	9.375	0.1
12	14	498	4.245226860046387	0.0	6.25	0.1
12	15	499	4.273918628692627	3.125	6.25	0.1
12	16	500	4.160405158996582	3.125	21.875	0.1
12	17	501	4.2316412925720215	0.0	15.625	0.1
12	18	502	4.178985595703125	3.125	15.625	0.1
12	19	503	4.1662750244140625	0.0	15.625	0.1
12	20	504	4.1814494132995605	3.125	21.875	0.1
12	21	505	4.180826187133789	0.0	15.625	0.1
12	22	506	4.3244500160217285	0.0	6.25	0.1
12	23	507	4.311107158660889	3.125	3.125	0.1
12	24	508	4.186226844787598	6.25	18.75	0.1
12	25	509	4.232911109924316	0.0	6.25	0.1
12	26	510	4.335029602050781	0.0	6.25	0.1
12	27	511	4.2960615158081055	3.125	9.375	0.1
12	28	512	4.322402000427246	0.0	3.125	0.1
12	29	513	4.263322353363037	0.0	3.125	0.1
12	30	514	4.229504108428955	0.0	15.625	0.1
12	31	515	4.175789833068848	9.375	15.625	0.1
12	32	516	4.1890950202941895	3.125	9.375	0.1
12	33	517	4.274723529815674	3.125	15.625	0.1
12	34	518	4.288737773895264	0.0	6.25	0.1
12	35	519	4.263787746429443	6.25	9.375	0.1
12	36	520	4.302484512329102	0.0	6.25	0.1
12	37	521	4.2404584884643555	0.0	12.5	0.1
12	38	522	4.187291145324707	3.125	18.75	0.1
12	39	523	4.257977485656738	0.0	3.125	0.1
12	40	524	4.318253993988037	0.0	15.625	0.1
12	41	525	4.315519332885742	0.0	6.25	0.1
12	42	526	4.252381801605225	3.125	15.625	0.1
12	43	527	4.238926410675049	3.125	18.75	0.1
12	44	528	4.1238603591918945	0.0	0.0	0.1
13	1	529	4.161802768707275	0.0	15.625	0.1
13	2	530	4.181734561920166	3.125	28.125	0.1
13	3	531	4.190967082977295	6.25	18.75	0.1
13	4	532	4.114398002624512	6.25	18.75	0.1
13	5	533	4.1298980712890625	3.125	31.25	0.1
13	6	534	4.117300033569336	6.25	15.625	0.1
