epoch	loss	prec1	prec5	lr
72	1.1827572584152222	75.38015747070312	95.4380874633789	0.010000000000000002
73	1.1675658226013184	75.66980743408203	96.23461151123047	0.010000000000000002
74	1.1324769258499146	75.74221801757812	96.23461151123047	0.010000000000000002
75	1.1478620767593384	75.52497863769531	95.29326629638672	0.010000000000000002
76	1.0813583135604858	78.42143249511719	96.74149322509766	0.0010000000000000002
77	1.0949633121490479	77.11803436279297	96.30702209472656	0.0010000000000000002
78	1.0841288566589355	78.56625366210938	96.81390380859375	0.0010000000000000002
79	1.1029448509216309	79.29036712646484	96.81390380859375	0.0010000000000000002
80	1.0745967626571655	77.8421401977539	97.24836730957031	0.0010000000000000002
81	1.0586692094802856	80.1593017578125	96.66908264160156	0.0010000000000000002
82	1.1076745986938477	76.75597381591797	96.52426147460938	0.0010000000000000002
83	1.0590182542800903	79.29036712646484	97.10354614257812	0.0010000000000000002
84	1.0710647106170654	78.2042007446289	97.03113555908203	0.0010000000000000002
85	1.0823947191238403	77.98696899414062	96.52426147460938	0.0010000000000000002
86	1.0622434616088867	78.56625366210938	97.6828384399414	0.0010000000000000002
87	1.064175009727478	79.58001708984375	96.88631439208984	0.0010000000000000002
88	1.0739167928695679	79.36277770996094	97.46560668945312	0.0010000000000000002
89	1.061387062072754	77.33526611328125	97.24836730957031	0.0010000000000000002
90	1.0675681829452515	78.78349304199219	96.66908264160156	0.0010000000000000002
91	1.0699174404144287	80.01448059082031	96.52426147460938	0.0010000000000000002
92	1.050683617591858	80.01448059082031	96.66908264160156	0.0010000000000000002
93	1.0613889694213867	79.07313537597656	96.81390380859375	0.0010000000000000002
94	1.0421112775802612	80.1593017578125	97.7552490234375	0.0010000000000000002
95	1.0731630325317383	79.79724884033203	96.81390380859375	0.0010000000000000002
96	1.079390287399292	79.07313537597656	96.88631439208984	0.0010000000000000002
97	1.051722764968872	81.24547576904297	96.81390380859375	0.0010000000000000002
98	1.0861071348190308	78.49384307861328	96.37943267822266	0.0010000000000000002
99	1.053153395652771	78.92831420898438	97.17595672607422	0.0010000000000000002
100	1.0285323858261108	80.5937728881836	97.24836730957031	0.0010000000000000002
101	1.0494730472564697	80.1593017578125	96.59667205810547	0.0010000000000000002
102	1.0366294384002686	80.01448059082031	97.24836730957031	0.0010000000000000002
103	1.0288053750991821	80.5937728881836	97.61042785644531	0.0010000000000000002
104	1.048906922340393	80.01448059082031	97.53801727294922	0.0010000000000000002
105	1.03361976146698	81.24547576904297	96.81390380859375	0.0010000000000000002
106	1.030615210533142	80.5213623046875	97.10354614257812	0.0010000000000000002
107	1.0458506345748901	80.0868911743164	96.66908264160156	0.0010000000000000002
108	1.0332287549972534	81.82476806640625	97.17595672607422	0.0010000000000000002
109	1.018242359161377	81.46270751953125	97.90007019042969	0.0010000000000000002
110	1.053943157196045	80.37654113769531	96.81390380859375	0.0010000000000000002
111	1.0366690158843994	80.0868911743164	97.39319610595703	0.0010000000000000002
112	1.04854416847229	79.21795654296875	96.95872497558594	0.0010000000000000002
113	1.0445159673690796	79.79724884033203	97.39319610595703	0.0010000000000000002
114	1.0497077703475952	78.7110824584961	96.88631439208984	0.00010000000000000003
115	1.0078308582305908	82.62129211425781	97.39319610595703	0.00010000000000000003
116	1.004265308380127	82.4764633178711	97.97248077392578	0.00010000000000000003
117	1.034812092781067	80.5937728881836	97.6828384399414	0.00010000000000000003
118	1.0198898315429688	80.1593017578125	97.24836730957031	0.00010000000000000003
119	1.0101463794708252	81.17306518554688	97.53801727294922	0.00010000000000000003
120	1.04026460647583	80.23171997070312	97.61042785644531	0.00010000000000000003
121	1.0173842906951904	82.11441040039062	96.88631439208984	0.00010000000000000003
122	1.0228782892227173	80.37654113769531	97.10354614257812	0.00010000000000000003
123	1.021093487739563	81.67993927001953	97.24836730957031	0.00010000000000000003
124	1.0005710124969482	83.27298736572266	97.46560668945312	0.00010000000000000003
125	1.0321388244628906	80.5937728881836	97.24836730957031	0.00010000000000000003
126	1.0289227962493896	80.4489517211914	96.81390380859375	0.00010000000000000003
127	1.030012845993042	80.5937728881836	96.81390380859375	0.00010000000000000003
128	1.0215933322906494	80.4489517211914	97.6828384399414	0.00010000000000000003
129	1.0385973453521729	79.86965942382812	97.24836730957031	0.00010000000000000003
130	1.023969054222107	80.88341522216797	97.32078552246094	0.00010000000000000003
131	1.0305378437042236	80.95582580566406	97.24836730957031	0.00010000000000000003
132	1.0242998600006104	80.5937728881836	97.32078552246094	0.00010000000000000003
133	1.0164995193481445	80.66618347167969	97.17595672607422	0.00010000000000000003
134	1.019839882850647	80.73859405517578	97.39319610595703	0.00010000000000000003
135	1.044374704360962	80.5213623046875	96.52426147460938	0.00010000000000000003
136	1.0413734912872314	79.36277770996094	97.17595672607422	0.00010000000000000003
137	1.0358617305755615	81.10065460205078	97.32078552246094	0.00010000000000000003
138	1.0157275199890137	80.37654113769531	96.95872497558594	0.00010000000000000003
139	1.032312035560608	79.72483825683594	96.66908264160156	0.00010000000000000003
140	1.0118002891540527	80.5213623046875	97.53801727294922	0.00010000000000000003
141	1.0165959596633911	80.95582580566406	97.03113555908203	0.00010000000000000003
142	1.0109881162643433	80.01448059082031	97.61042785644531	0.00010000000000000003
143	1.0243521928787231	80.66618347167969	97.03113555908203	0.00010000000000000003
144	1.0189999341964722	81.17306518554688	96.66908264160156	0.00010000000000000003
145	1.009887933731079	80.88341522216797	97.32078552246094	0.00010000000000000003
146	1.0213757753372192	80.30413055419922	97.46560668945312	0.00010000000000000003
147	1.027021884918213	80.0868911743164	97.17595672607422	0.00010000000000000003
148	1.032517910003662	79.94207000732422	97.17595672607422	0.00010000000000000003
149	1.0209770202636719	79.65242767333984	97.32078552246094	0.00010000000000000003
150	1.0365170240402222	80.95582580566406	97.03113555908203	0.00010000000000000003
151	1.0441534519195557	80.66618347167969	96.88631439208984	0.00010000000000000003
152	1.025913953781128	81.31788635253906	97.17595672607422	1.0000000000000004e-05
153	1.0299303531646729	81.96958923339844	96.88631439208984	1.0000000000000004e-05
154	0.9932847023010254	81.75234985351562	97.17595672607422	1.0000000000000004e-05
155	1.0318366289138794	79.65242767333984	97.32078552246094	1.0000000000000004e-05
156	1.0442967414855957	80.23171997070312	96.95872497558594	1.0000000000000004e-05
157	1.0385690927505493	80.0868911743164	96.81390380859375	1.0000000000000004e-05
158	1.0339112281799316	80.30413055419922	97.17595672607422	1.0000000000000004e-05
159	1.053143858909607	79.50760650634766	96.88631439208984	1.0000000000000004e-05
160	1.0041440725326538	81.10065460205078	97.90007019042969	1.0000000000000004e-05
161	1.0296919345855713	79.79724884033203	96.66908264160156	1.0000000000000004e-05
162	1.0145360231399536	80.95582580566406	97.6828384399414	1.0000000000000004e-05
163	1.0144068002700806	81.75234985351562	97.46560668945312	1.0000000000000004e-05
164	1.0574088096618652	77.98696899414062	96.59667205810547	1.0000000000000004e-05
165	1.016676664352417	80.37654113769531	97.17595672607422	1.0000000000000004e-05
166	1.0074636936187744	81.75234985351562	97.24836730957031	1.0000000000000004e-05
167	1.0016311407089233	80.66618347167969	97.39319610595703	1.0000000000000004e-05
168	1.016261339187622	79.29036712646484	97.6828384399414	1.0000000000000004e-05
169	1.0090430974960327	80.30413055419922	97.53801727294922	1.0000000000000004e-05
170	1.0265510082244873	80.66618347167969	96.88631439208984	1.0000000000000004e-05
171	1.019154667854309	81.46270751953125	97.7552490234375	1.0000000000000004e-05
172	1.0297056436538696	79.00072479248047	97.6828384399414	1.0000000000000004e-05
173	1.0332775115966797	80.73859405517578	96.81390380859375	1.0000000000000004e-05
174	1.02189040184021	80.5937728881836	97.03113555908203	1.0000000000000004e-05
175	1.0280368328094482	80.1593017578125	96.81390380859375	1.0000000000000004e-05
176	0.9985415935516357	81.96958923339844	97.24836730957031	1.0000000000000004e-05
177	1.0181480646133423	80.95582580566406	97.6828384399414	1.0000000000000004e-05
178	1.0160077810287476	82.3316421508789	96.81390380859375	1.0000000000000004e-05
179	1.026607871055603	81.96958923339844	97.39319610595703	1.0000000000000004e-05
180	1.0221832990646362	81.31788635253906	96.45184326171875	1.0000000000000004e-05
181	1.0249345302581787	79.43519592285156	97.7552490234375	1.0000000000000004e-05
182	1.011936902999878	80.4489517211914	97.46560668945312	1.0000000000000004e-05
183	1.022765040397644	82.04199981689453	97.17595672607422	1.0000000000000004e-05
184	1.0129934549331665	81.89717864990234	97.24836730957031	1.0000000000000004e-05
185	1.0146210193634033	80.23171997070312	97.17595672607422	1.0000000000000004e-05
186	1.0098096132278442	80.0868911743164	97.53801727294922	1.0000000000000004e-05
187	1.0130280256271362	81.10065460205078	97.7552490234375	1.0000000000000004e-05
188	1.0251758098602295	80.01448059082031	97.10354614257812	1.0000000000000004e-05
189	1.0080124139785767	81.17306518554688	97.39319610595703	1.0000000000000004e-05
190	1.0212262868881226	81.39029693603516	96.88631439208984	1.0000000000000004e-06
